"wl","black_carapace","blue_carapace","mudflat","orange_manus","pink_dactylus"
300,22.1325541040476,17.7220043963333,3.60043091785714,14.9281417953809,39.8973898580476
301,20.6328010996667,16.702865186,3.5565135,14.4195334903333,35.6340798853333
302,19.386916572,16.6489623806667,3.542761696,14.0634752273333,32.766080808
303,18.02031353,16.411099225,3.568824075,13.667832595,30.46635444
304,16.8183598557417,16.1766748947368,3.53603030985646,13.4119522816268,28.5895871000957
305,15.710131924381,15.9545084512381,3.56248599628571,13.1768796328571,27.1986713093334
306,14.700666800957,15.664718071244,3.56303432602871,12.8518696205263,25.932609233445
307,13.8156397298095,15.4302752993333,3.613101912,12.6186658692381,25.1144456275238
308,13.045133820381,15.1033362288571,3.61247402571429,12.304100076381,24.4000835269524
309,12.4902098062201,15.0172644339234,3.63941630057416,12.1461200946411,23.8399883454545
310,11.86686787,14.912010076,3.649515086,11.900145382,23.256227359
311,11.3163141111429,14.8812987097143,3.66290944152381,11.7355801898095,22.8523872293333
312,10.8831141718182,14.8276647163636,3.68406355181818,11.6068188527273,22.5108090609091
313,10.449138947177,14.746190778756,3.71125146349282,11.4516701581818,22.240331237799
314,10.0961785683254,14.732723188134,3.73285539181818,11.3574253942584,22.1143701415311
315,9.84847414105263,14.6839172821053,3.75696993052632,11.2961725942105,21.9872031973684
316,9.51804728714285,14.67522278,3.77361173,11.1825706257143,21.8525607428571
317,9.21794587253588,14.6230290329187,3.7822461162201,11.0647481984211,21.7490394077512
318,8.98673743617225,14.5845000647847,3.79839124440191,10.9989340295694,21.6858117508134
319,8.82008347693781,14.5487384002871,3.8194316608134,10.9310186245933,21.6466265360287
320,8.5452927252153,14.5213555438277,3.82492973191388,10.8666750223445,21.5121843792344
321,8.21796387490385,14.5097198600481,3.83697108817308,10.8158060540865,21.3592751642308
322,7.95997471928229,14.5831440248325,3.85554578373206,10.78148904311,21.3098700425837
323,7.76948156186603,14.6212800736842,3.87347014866029,10.7657957468421,21.2440830827751
324,7.60042451301435,14.6790808361244,3.89405910277512,10.6935296917703,21.2297058192823
325,7.51308816692308,14.7528435526923,3.91253148653846,10.6837707973077,21.2960717284615
326,7.47602897813397,14.7969652104306,3.92641245100479,10.630582216555,21.349204749378
327,7.41359762626794,14.8457801003349,3.93755053550239,10.5890969564115,21.4236698888995
328,7.36461555754808,14.9138550535096,3.94861268221154,10.5744133696154,21.5032941438462
329,7.30906615086539,14.9827172841346,3.97247741038462,10.5665857355288,21.5867480229327
330,7.30990178057416,15.0209758015789,4.00390624669856,10.5502074617225,21.6934786011962
331,7.26667792186603,15.1078818732536,4.03029157947368,10.5646568419617,21.7781974988038
332,7.22812666100478,15.1726252253589,4.05627509822967,10.5740382419617,21.8744270644019
333,7.23126379225962,15.2711633971635,4.09429155716346,10.5905451101442,21.9879096622596
334,7.1516778775,15.3395108967308,4.10813918961539,10.5777765492308,22.0743269051923
335,7.14122501019231,15.4397137603846,4.12454635081731,10.6136971907212,22.2321444750962
336,7.12685953548077,15.5262218945192,4.15056881875,10.599681895,22.3532355720192
337,7.09299948634616,15.5933571800962,4.16935939586538,10.5920687623558,22.4765423409615
338,7.06039848254808,15.6494646265385,4.18950389697115,10.5790167347115,22.5810607101923
339,7.03494999879808,15.7280698203365,4.21184055326923,10.5684890525,22.7136154049038
340,7.03139787629808,15.8134936874038,4.23591711653846,10.5764959194712,22.8238949275481
341,7.00815350028985,15.8868602497585,4.2543936852657,10.5837103766184,22.9341794939613
342,7.00289472009615,15.9646137377885,4.27287460307692,10.5822576582692,23.0304095642308
343,6.98751091341346,16.0571083889423,4.29799829408654,10.6001814079327,23.1128227002404
344,6.94630112153846,16.1565187740385,4.32713480096154,10.6335864992308,23.2293123259615
345,6.92268848676329,16.2037947328986,4.34876954971014,10.6198938875362,23.3260675655072
346,6.90961768336538,16.2835258585577,4.37882596879808,10.6329416249519,23.4067773017788
347,6.87637290447115,16.35262050625,4.39870031509615,10.6246524504327,23.5022847154808
348,6.86571246908654,16.4081230854808,4.41850101639423,10.5963889821635,23.6251995727404
349,6.86276005793269,16.4863435371635,4.45055127860577,10.6276306795673,23.7342588057212
350,6.88258680454106,16.5572966939614,4.46328863980676,10.6291276803382,23.8855196668599
351,6.8982244705314,16.6198925506763,4.49778825565217,10.6707017930435,24.0418948366184
352,6.89130421019231,16.6787352373077,4.52558295269231,10.6517064251923,24.1807077667308
353,6.87681522898551,16.7415244350725,4.54215020927536,10.6007493731884,24.3516649928986
354,6.87468744192308,16.8108285603365,4.57267113870192,10.6128768911058,24.4527699952885
355,6.84656635637681,16.8549031162319,4.59374618608696,10.6008679908696,24.5963416324638
356,6.82523062898551,16.917781796087,4.61626968637681,10.6050835753623,24.7040300491304
357,6.79129011376812,16.9456990553623,4.65504168086957,10.6539889181159,24.7605588686957
358,6.76101419357488,17.0124106093237,4.68446491801932,10.6782004480193,24.8575229586473
359,6.71897316304348,17.060572011401,4.70759490280193,10.6678320221739,24.9259292401449
360,6.69351169695652,17.1482018430435,4.73153438710145,10.6903186604348,24.9802084175362
361,6.69222405792271,17.1807765477778,4.75750669942029,10.6692430091787,25.0743427005797
362,6.66028448043478,17.2218142491304,4.77643294913043,10.6697802008696,25.1466715095652
363,6.64383593289855,17.2881363360386,4.79508660956522,10.6661674480193,25.2093193342029
364,6.61576696883495,17.3170693047087,4.82015808325243,10.6391194214078,25.2753701540291
365,6.62077642714976,17.3694342431401,4.83735757135266,10.6222424238647,25.3436362682609
366,6.62348496285024,17.4228490172464,4.86657260869565,10.6172415427053,25.4482553257488
367,6.64327754980583,17.4884459434951,4.89455261679612,10.6072439449515,25.5613761584466
368,6.64236142888889,17.5338859308213,4.93246859545894,10.6234441728502,25.6857031002415
369,6.64121792995146,17.5622540312621,4.97189288592233,10.6517135425243,25.7819871515534
370,6.63329649859903,17.6438509465701,5.01211547164251,10.6607894049275,25.88447791
371,6.64734392304348,17.6889275630435,5.05850198826087,10.6852011873913,25.9790802608696
372,6.63670967718447,17.741556486068,5.10496217572816,10.6904209657282,26.1076520084951
373,6.63968125,17.78692187,5.14131927,10.68237404,26.21583163
374,6.63723532985437,17.8521323896602,5.17461881728155,10.6795321523301,26.3177156233495
375,6.64838969504854,17.8902751193204,5.20908098213592,10.6784352935922,26.4040659432039
376,6.67732029771845,17.962367978932,5.2435206242233,10.6786053381553,26.471513389466
377,6.68914596174757,18.0435018988835,5.28694192262136,10.6979812769903,26.5452304086893
378,6.72640888849515,18.0975984900971,5.33853099936893,10.7385495942233,26.5957884402427
379,6.72938970456311,18.1641544762621,5.39501187980583,10.7613779409223,26.7069872965534
380,6.72915706213592,18.213368213301,5.44470763669903,10.7633205209709,26.8244254325728
381,6.72859801262136,18.2538642660194,5.49955402990291,10.7716192575728,26.9530638200971
382,6.71372630305825,18.2973132696602,5.53986114699029,10.7333473713592,27.1045586020388
383,6.71131335466019,18.3389954895146,5.5899791115534,10.7406650490291,27.2020198435922
384,6.68660177378641,18.3563808227184,5.63496736320388,10.7389475492233,27.2977541438835
385,6.69413726560976,18.3814979629268,5.67604832634146,10.7585263643902,27.368853272439
386,6.73294416595122,18.4232734800976,5.72396830034146,10.800048439122,27.5031710308293
387,6.72815905,18.45644807,5.76391924,10.80894774,27.61316979
388,6.73485055699029,18.512236752233,5.80782670650485,10.8269711992233,27.6835319806796
389,6.74123853073171,18.528067512439,5.85873880243902,10.833422754878,27.8351449831707
390,6.713273526,18.547449134,5.916605194,10.813984516,27.926930232
391,6.6843732015534,18.5880385763592,5.97832034228155,10.8118047220388,28.048927113835
392,6.65240855780488,18.6326481034146,6.03125779804878,10.788665104878,28.2018036514634
393,6.59634771004878,18.667568730878,6.08689352131707,10.7651743217561,28.2878309060488
394,6.56435191819512,18.7196229046829,6.13038652341463,10.7904713865366,28.3847187030244
395,6.53771685760976,18.7202100569756,6.17380072853659,10.7889498007805,28.4776796284878
396,6.52272404560976,18.7518284497561,6.22013859170732,10.7834717122439,28.5329312557073
397,6.4808284275122,18.760596989561,6.26604278321951,10.762937897122,28.6226297454146
398,6.453880428,18.811393852,6.308585166,10.75228787,28.705445918
399,6.43119257585366,18.8557274354634,6.34487604414634,10.7492688732195,28.7700012210244
400,6.40662510560976,18.8836457616098,6.3825020644878,10.7599428535122,28.8585244355122
401,6.42681274463415,18.940398894878,6.41799431170732,10.7709197902439,28.9463714209756
402,6.43396262588235,18.9715058461765,6.45930714843137,10.7859660547059,29.0243722253922
403,6.45127939795122,18.9838546254634,6.50929525473171,10.8270967623415,29.1191995113658
404,6.42467033121951,19.0116825117073,6.55832453804878,10.8342658921951,29.2129900353659
405,6.42297010180488,19.0458056718537,6.60462591580488,10.8352260933659,29.3053334089268
406,6.42933273210784,19.0673523198039,6.65382094946078,10.8546537519608,29.4217645631373
407,6.42065615980488,19.1039163643415,6.70108446014634,10.8388371906829,29.5202364912683
408,6.43795181878049,19.1422956965854,6.7429560897561,10.8290840497561,29.6126470917073
409,6.4214900277451,19.1455808620588,6.79293115259804,10.8174591477941,29.7062826655882
410,6.4111703375,19.1794386725,6.8353214225,10.8116055825,29.804567905
411,6.41393835235294,19.1922556444118,6.88031203794118,10.7994765164706,29.8773281188235
412,6.41502319382353,19.2208209125,6.93881122352941,10.8017735069118,29.9706131469118
413,6.43536231735294,19.2694396404902,6.98571964568627,10.8078294809804,30.0621382136274
414,6.46669665,19.3015998843137,7.03701896078431,10.8104855698039,30.1426190254902
415,6.48147489215686,19.3397755398039,7.09009563862745,10.8256473639216,30.2308871496078
416,6.48445637117647,19.3695613511765,7.14366900294118,10.8364227794118,30.3215275911765
417,6.50064340367647,19.3877111780392,7.19341314495098,10.8434892831863,30.3868907638235
418,6.50562108990196,19.4106497623529,7.25366519382353,10.8618582709804,30.4642150014706
419,6.53002068014706,19.4278342373529,7.31276972852941,10.8732532198529,30.5458177982353
420,6.53569335313726,19.4528471531373,7.37560131431372,10.8654091566667,30.6300957654902
421,6.54199867502463,19.4411455054187,7.43960351852217,10.8910366384236,30.7404175080788
422,6.54346264901478,19.4617800404926,7.50547164655172,10.8810888802463,30.8232721468473
423,6.58166603009852,19.4978719573399,7.56258885034483,10.8928280842857,30.9516848782759
424,6.60682136881773,19.5583776941379,7.62760705591133,10.9428380564532,31.0574215487192
425,6.61610157009852,19.6314059105911,7.68939826418719,10.9493575054187,31.1520839082266
426,6.6147782544335,19.6766931617734,7.75305340359606,10.9588187857143,31.2567908884236
427,6.61613234270936,19.7227790222167,7.82976689246305,10.9674757658128,31.3507155152709
428,6.59557401882353,19.7201549441176,7.90427654941176,10.9457260470588,31.4272000476471
429,6.57895347176471,19.7319224962745,7.97067540647059,10.9423523711765,31.5426940898039
430,6.5919174172549,19.7486106692157,8.04528881764706,10.9789855084314,31.635682195098
431,6.57788410916256,19.7836084007882,8.11755880891626,10.9841810928079,31.7639267115764
432,6.55006248399015,19.8174565652709,8.19269116285714,10.9869188551724,31.882600487931
433,6.54991488068965,19.8596904110345,8.26587310896551,11.0040988224138,31.9950358424138
434,6.54460247064039,19.8913324571429,8.34363618837438,11.00446006,32.0963306624138
435,6.5444381439604,19.9174753954455,8.41563864792079,11.0007866750495,32.2195849223762
436,6.54917522231527,19.9367980026601,8.4821101664532,11.0170186130542,32.3113058809852
437,6.56038904990148,19.9474465687685,8.5493679646798,11.024443297931,32.4264997413793
438,6.57243790831683,19.9717987470792,8.61618234816832,11.0358691719802,32.5121537566832
439,6.57122259433498,19.9867520574384,8.68086994241379,11.0363604333005,32.6035432015271
440,6.57472259965517,20.0304226075862,8.74508525551724,11.03739471,32.6993138886207
441,6.57595422267327,20.0550694024752,8.80533494534654,11.0383679310891,32.7873810838614
442,6.57540155280788,20.1033787093103,8.87447229054187,11.0478601155665,32.8787807368473
443,6.59776751364532,20.1569248147291,8.93578502285714,11.0673795097537,32.9650332400985
444,6.59403720862069,20.1763995086207,8.99541417896552,11.0702819003448,33.0267506613793
445,6.62460892762376,20.1937921827723,9.05757880633663,11.0894193030693,33.114239569703
446,6.63886714182266,20.2001374265517,9.12024245256158,11.1075277696552,33.1934098996059
447,6.62712429241379,20.1829379363054,9.18606581566503,11.0887039902956,33.2452954423645
448,6.63149454064356,20.1861141297525,9.24905123445544,11.114257334505,33.3111604186634
449,6.63073379584158,20.2036092585149,9.30712302346534,11.1231824170297,33.3786265342574
450,6.62224380425743,20.2163976711881,9.3578229680198,11.1265770483168,33.4233367527723
451,6.61279113890547,20.2257109024378,9.41164016950249,11.1461102169652,33.4713623420398
452,6.62769223074257,20.2563865375248,9.46617669519802,11.1616558185149,33.5154730627228
453,6.61894420554455,20.2692915136634,9.51880666732673,11.1436200683168,33.583310329901
454,6.60240807199005,20.2456380393035,9.57305796885572,11.1456159318408,33.6468355916418
455,6.60145433475248,20.2521330194059,9.62161746693069,11.1521309326733,33.6931891620792
456,6.5931236721393,20.25318624,9.66780010771144,11.1565661772637,33.7103716793532
457,6.59004072371287,20.2563058427723,9.71669443727723,11.1872096200495,33.7396969844554
458,6.60185410666667,20.2885485701493,9.76700723577114,11.1942943041791,33.7622482277114
459,6.62869948940594,20.2984832418812,9.80806322792079,11.2151606470297,33.8061779157426
460,6.63416666731343,20.2981689748756,9.85711285641791,11.2212199169154,33.8923648412438
461,6.63308017328358,20.3068177185075,9.90004008402985,11.2119020146269,33.9474234949254
462,6.64903667298507,20.3035431680597,9.93938645716418,11.2227167467164,34.0161418056716
463,6.64416498656716,20.3045344257711,9.98522036940299,11.2267689787065,34.0771561179602
464,6.64369052472637,20.3033816102488,10.0267164871642,11.2316307720896,34.0953694928856
465,6.65612984935644,20.2985119305941,10.0643032904455,11.2440392257921,34.1302071291089
466,6.64620916656716,20.2883341058209,10.1116737804478,11.2533983167164,34.1674471923881
467,6.65475417756219,20.2866086262687,10.156924371592,11.2477383516915,34.2206457445771
468,6.65292927920398,20.2913825761692,10.2078553358209,11.2519744493532,34.2563980256219
469,6.64682398149254,20.3108260442289,10.2562941693035,11.2690723416915,34.2863355618905
470,6.64874940323383,20.3264993264179,10.3059531167164,11.2720260946269,34.3053946139801
471,6.647423324,20.3272291624,10.3580098216,11.2997304488,34.3184318672
472,6.63826201179104,20.3552043115423,10.4030037508458,11.3067613498507,34.3709772457214
473,6.6456453609,20.3644306988,10.45551584975,11.32130314695,34.4165635263
474,6.6549974161,20.3706730733,10.5050014725,11.346640291,34.4908541328
475,6.65898198875,20.39244446625,10.5597131775,11.36556525,34.55488538375
476,6.6678993761,20.38331489045,10.6146851785,11.40173764275,34.58183553085
477,6.67630300800995,20.4013507511443,10.6683440382587,11.448521819403,34.6554901314925
478,6.6775661848,20.3887982112,10.7209320992,11.47053427405,34.69022267195
479,6.6783301665,20.37672803395,10.77245172675,11.50777995555,34.7356179375
480,6.6922102115,20.3866803436,10.8277231956,11.5310893028,34.7708735491
481,6.682653279,20.37295783925,10.89078387275,11.545656178,34.815644119
482,6.68450183358209,20.3924847871642,10.9558825281095,11.5701797281592,34.8414322963682
483,6.703570018,20.3972444912,11.023384378,11.5964176144,34.8645093336
484,6.7033911848,20.3834362152,11.0943968784,11.6139911436,34.9016947408
485,6.71035648045226,20.3850975588442,11.1628782825628,11.6390517464824,34.9207037453266
486,6.716867944,20.38271264625,11.23192241875,11.6599657855,34.97364658825
487,6.7179688855,20.3886392588,11.2992709147,11.6834053809,35.0218418844
488,6.72491227815,20.4104053132,11.37306342775,11.70376807705,35.0839557938
489,6.74169322465,20.42305759535,11.4410562608,11.7255164144,35.12956082595
490,6.75894455035176,20.433328271809,11.5139001804523,11.7486073376884,35.191893389397
491,6.77345075135678,20.4317025946231,11.5836330489447,11.7820749374372,35.2384442150754
492,6.78738876375,20.4061286625,11.65064703875,11.79688652125,35.2736194725
493,6.7965915975,20.3932112168,11.7212035812,11.8211425375,35.2956827702
494,6.8069698554,20.3786537769,11.792941861,11.8359148698,35.3335919074
495,6.81756815522613,20.349650531608,11.8719851610553,11.8442950348241,35.3483189764322
496,6.821866814,20.3231071404,11.9539442496,11.853204524,35.3675415692
497,6.8363781912,20.2987548974,12.0318912882,11.864844802,35.4222668346
498,6.84490821236181,20.2672237441206,12.115251451809,11.8912567863317,35.4552172885427
499,6.85639330035176,20.2477820134673,12.1907709518593,11.9092650682412,35.4966895667839
500,6.86119349261307,20.2495178561809,12.2707714305025,11.9205846056281,35.548663608593
